116.466,39.8897,0,1.47869e-17,1.22212e-16,4.12318e-17,9.4726e-20,9.29991e-19,4.24168e-22,3.44622e-17,
116.466,39.8897,0,1.64577e-17,1.2756e-16,4.67643e-17,1.08581e-19,2.77771e-19,3.59532e-22,2.64798e-17,
116.466,39.8897,0,1.38315e-17,1.02366e-16,4.30606e-17,1.22457e-19,1.45466e-21,5.57371e-22,1.18536e-17,
116.466,39.8897,0,1.29223e-17,9.93593e-17,2.86233e-17,8.558e-20,1.32662e-21,2.42013e-22,2.17546e-17,
116.466,39.8897,0,1.18407e-17,1.19569e-16,3.42524e-17,1.35532e-19,2.73618e-19,3.08983e-22,8.93803e-18,
116.466,39.8897,0,1.39334e-17,1.36617e-16,3.91194e-17,1.45736e-19,3.60783e-21,9.31422e-22,2.16605e-17,
116.466,39.8897,0,1.29913e-17,1.23341e-16,3.49325e-17,1.25563e-19,1.70399e-20,3.5037e-22,1.28676e-16,
116.466,39.8897,0,1.44341e-17,1.43234e-16,4.56588e-17,9.75822e-20,1.85762e-19,4.50041e-22,1.81509e-17,
116.466,39.8897,0,1.31543e-17,1.5189e-16,4.91877e-17,6.99001e-20,7.14213e-20,2.97518e-22,8.63859e-18,
116.466,39.8897,0,1.05622e-17,1.61671e-16,5.70609e-17,1.01147e-19,1.42398e-21,4.50426e-22,1.0156e-17,
116.466,39.8897,0,1.11608e-17,1.4704e-16,3.79693e-17,1.08217e-19,1.16857e-21,7.58142e-22,6.5688e-18,
116.466,39.8897,0,1.44285e-17,9.64957e-17,3.78208e-17,9.00704e-20,1.57898e-19,2.68035e-22,9.58785e-18,
116.466,39.8897,0,1.31951e-17,1.39021e-16,2.88974e-17,9.94202e-20,2.48327e-19,2.64937e-22,1.53671e-17,
116.466,39.8897,0,1.45935e-17,1.49503e-16,4.00936e-17,9.69029e-20,1.15056e-21,3.37723e-21,2.76904e-17,
116.466,39.8897,0,1.14471e-17,1.45296e-16,3.74118e-17,9.048e-20,1.19524e-21,3.13954e-22,2.56918e-17,
116.466,39.8897,0,1.21346e-17,1.35386e-16,3.4647e-17,1.34222e-19,4.10631e-20,4.38627e-22,2.71262e-17,
116.466,39.8897,0,1.40467e-17,1.14252e-16,3.20102e-17,9.59416e-20,2.73507e-19,4.70224e-21,9.37253e-18,
116.466,39.8897,0,1.11061e-17,1.38083e-16,4.94565e-17,1.06627e-19,1.56985e-21,3.72421e-22,1.43816e-17,
116.466,39.8897,0,1.22337e-17,1.42239e-16,2.72101e-17,9.39831e-20,1.91956e-21,4.87859e-22,2.78204e-17,
116.466,39.8897,0,1.10297e-17,1.14237e-16,4.04157e-17,1.10411e-19,1.84922e-20,4.4532e-22,1.69222e-17,
116.466,39.8897,0,1.2001e-17,1.11775e-16,3.7437e-17,9.23891e-20,2.06648e-19,4.24456e-22,2.60949e-17,
116.466,39.8897,0,1.14261e-17,1.38354e-16,3.56808e-17,8.53943e-20,2.16457e-19,4.81897e-22,1.06151e-17,
116.466,39.8897,0,9.96863e-18,1.0163e-16,4.09943e-17,9.28883e-20,1.11191e-19,1.91683e-22,9.93449e-18,
116.466,39.8897,0,1.05166e-17,9.72271e-17,3.14987e-17,9.39441e-20,3.34582e-19,8.00511e-21,1.35315e-17,
116.466,39.8897,0,1.22471e-17,1.22661e-16,3.25627e-17,1.07375e-19,1.10732e-21,4.46998e-22,7.38015e-17,
116.466,39.8897,0,1.08071e-17,1.09006e-16,3.9709e-17,1.16892e-19,8.21978e-22,2.4047e-22,1.08159e-17,
116.466,39.8897,0,1.02818e-17,1.04917e-16,3.07678e-17,1.18044e-19,7.4299e-20,4.08693e-22,2.73052e-17,
116.466,39.8897,0,1.32286e-17,8.78817e-17,3.07923e-17,1.08294e-19,2.69214e-19,2.95797e-22,3.02973e-17,
116.466,39.8897,0,1.27995e-17,9.576e-17,1.87895e-17,9.48254e-20,3.3962e-19,4.78453e-22,3.37896e-17,
116.466,39.8897,0,1.25171e-17,1.02603e-16,2.79489e-17,1.15352e-19,1.99565e-21,4.76162e-22,9.42639e-17,
116.466,39.8897,0,1.19092e-17,9.82347e-17,2.98346e-17,1.127e-19,1.89484e-21,3.75641e-22,3.26539e-17,
116.466,39.8897,0,1.0817e-17,1.49533e-16,4.73955e-17,9.35821e-20,8.67711e-21,1.41545e-21,1.02292e-17,
116.466,39.8897,0,1.2396e-17,1.29588e-16,3.78573e-17,6.75076e-20,8.30138e-19,1.29668e-21,1.33484e-17,
116.466,39.8897,0,8.79979e-18,9.86967e-17,2.62862e-17,8.90695e-20,8.10148e-19,2.58697e-22,1.6523e-17,
116.466,39.8897,0,1.20618e-17,1.08567e-16,3.09508e-17,1.06601e-19,1.33621e-21,3.63315e-22,2.43132e-17,
116.466,39.8897,0,1.41764e-17,1.23128e-16,3.27012e-17,1.11406e-19,1.54225e-21,2.52228e-21,2.13086e-17,
116.466,39.8897,0,1.22928e-17,1.52405e-16,4.94895e-17,8.37355e-20,2.05872e-21,1.11574e-21,7.43413e-18,
116.466,39.8897,0,1.0805e-17,1.30842e-16,5.48693e-17,1.16678e-19,2.94219e-19,5.42998e-22,1.27525e-17,
116.466,39.8897,0,1.08362e-17,1.09344e-16,4.88919e-17,9.41677e-20,1.00663e-21,1.86206e-22,7.56054e-18,
116.466,39.8897,0,1.19864e-17,1.06071e-16,4.32089e-17,7.10524e-20,8.90156e-22,9.97806e-22,7.06701e-18,
116.466,39.8897,0,1.11998e-17,9.49602e-17,4.70972e-17,1.00735e-19,3.44421e-19,1.24267e-20,1.19448e-17,
116.466,39.8897,0,1.00963e-17,1.12328e-16,3.98746e-17,1.21679e-19,5.69061e-20,2.30032e-21,7.27478e-18,
