116.370719,39.759204,1.2856941241e-16,0,4.3899827329e-17,5.2163301966e-17,1.1869073723e-17,3.6844499464e-20,3.3788187815e-22,3.3528230463e-23,2.4391388822e-17,0,0,2,2,0,1,2822
116.387826,39.759193,1.8315268776e-16,0,4.6362914937e-17,1.1280289739e-16,2.8764100751e-17,3.1097252218e-19,2.2701086797e-22,1.0854251424e-22,7.4353629818e-18,0,0,2,2,0,1,3115
116.387974,39.759228,4.0358625624e-16,0,4.5812451973e-17,3.3596467586e-16,1.3933931841e-17,5.0740040839e-20,4.9948781217e-22,1.783258539e-22,8.6135879678e-18,0,0,2,2,0,1,3118
116.38768,39.759157,1.3543038984e-16,0,4.1191042243e-17,6.5880475812e-17,2.9176201255e-17,2.049630631e-19,4.5765802089e-22,1.8604804138e-22,1.0239110243e-17,0,0,2,2,0,2,3113
116.388122,39.759262,1.5781087273e-16,0,5.8285409836e-17,4.0585038597e-17,2.6547817924e-17,1.0373902144e-19,2.2650050586e-22,4.017254563e-23,4.0317607105e-17,0,0,2,2,0,2,3120
116.370643,39.759303,1.2807771959e-16,0,4.9636931283e-17,3.5953436017e-17,1.8780277669e-17,6.9431732581e-20,3.6561594955e-22,3.7789508041e-23,3.000290174e-17,0,0,2,2,0,3,2821
116.370798,39.759105,1.1129201981e-16,0,4.9146998892e-17,4.2325058025e-17,1.631576237e-17,2.8345129858e-20,3.2497935406e-22,1.3293832702e-22,1.1962283745e-17,0,0,2,2,0,3,2823
116.387388,39.759086,9.9362440128e-17,0,4.0830406022e-17,4.1333298658e-17,1.4510791825e-17,1.7721169259e-19,2.7717783868e-22,1.8979561274e-23,9.4489344755e-18,0,0,2,2,0,3,3108
116.38827,39.759295,1.082683026e-16,0,3.9717380653e-17,4.6696212913e-17,1.6803661586e-17,7.1672661075e-20,3.8319468652e-22,5.2623973593e-22,8.0168237761e-18,0,0,2,2,0,3,3123
116.388419,39.759329,8.8299076505e-17,0,4.9051731027e-17,2.2666837714e-17,1.1696599596e-17,1.2711935556e-19,1.901257384e-22,9.6172164177e-23,7.2879864385e-18,0,0,2,2,0,3,3125
116.387242,39.759052,8.2108131894e-17,0,4.2919324251e-17,2.1261212754e-17,7.9587739127e-18,1.835882026e-19,4.0749857791e-22,5.1115457537e-23,1.1660296189e-17,0,0,2,2,0,4,3105
116.388568,39.759363,1.0440969518e-16,0,4.7012143952e-17,3.957938217e-17,1.3888038438e-17,9.4078568041e-20,3.342406531e-22,7.4604056474e-22,5.867941137e-18,0,0,2,2,0,4,3128
116.370571,39.759404,1.1322960113e-16,0,6.736754614e-17,2.6429318078e-17,1.2319655725e-17,3.8841713996e-20,3.9806074714e-22,2.6762367351e-23,1.1946194557e-17,0,0,2,2,0,5,2820
116.370879,39.75901,1.3144646172e-16,0,5.585521182e-17,5.4757717828e-17,1.7678791118e-17,5.1027644062e-20,3.8419767243e-22,3.8026920467e-23,1.3266644867e-17,0,0,2,2,0,5,2825
116.386952,39.758985,1.1607969503e-16,0,5.4916557282e-17,3.3905180374e-17,1.0383847898e-17,5.8028418606e-20,4.6154807149e-22,3.4092509565e-23,1.5160803467e-17,0,0,2,2,0,5,3100
116.387096,39.759018,1.1140201571e-16,0,6.0227555421e-17,2.5896401358e-17,7.8448883642e-18,1.2354625822e-19,4.9323409581e-22,2.794301123e-23,1.601649242e-17,0,0,2,2,0,5,3103
116.388717,39.759398,1.1397030101e-16,0,3.8211010869e-17,6.0448724378e-17,1.495617105e-17,3.1008141066e-19,2.3904636422e-22,3.4188623942e-22,3.3147713894e-18,0,0,2,2,0,5,3131
116.386809,39.758951,8.6259992703e-17,0,4.42517055e-17,1.476632199e-17,1.1111536572e-17,9.37712e-20,2.771188058e-22,3.1597677499e-23,1.7149829506e-17,0,0,2,2,0,6,3098
116.388867,39.759433,1.0274230829e-16,0,3.1701934795e-17,3.6387423006e-17,7.8786838655e-18,9.4827568567e-20,2.414910032e-22,1.78222196e-23,2.775261799e-17,0,0,2,2,0,6,3133
116.389017,39.759469,8.2716570474e-17,0,2.8306924208e-17,4.040423888e-17,1.1832125578e-17,2.7430564684e-19,3.2136279599e-22,1.6071336731e-23,5.2720836128e-18,0,0,2,2,0,6,3136
116.370502,39.759505,1.2209387711e-16,0,4.3882981875e-17,6.3145194801e-17,1.7121203641e-17,2.6051966729e-20,4.1977272004e-22,3.2981450389e-23,7.1840953546e-18,0,0,2,2,0,7,2818
