116.49,39.9013,1.54,4.05
116.49,39.9013,1.37,4.05
116.49,39.9013,1.51,4.05
116.49,39.9013,1.45,3.93
116.49,39.9013,1.44,3.93
116.49,39.9013,1.56,3.93
116.49,39.9013,1.45,3.84
116.49,39.9013,1.36,3.84
116.49,39.9012,1.64,3.84
116.49,39.9012,1.5,3.79
116.49,39.9012,1.56,3.79
116.49,39.9012,1.59,3.79
116.49,39.9012,1.62,3.66
116.49,39.9012,1.55,3.66
116.49,39.9012,1.42,3.66
116.49,39.9012,1.5,3.58
116.49,39.9012,1.45,3.58
116.49,39.9012,1.47,3.58
116.49,39.9012,1.36,3.5
116.49,39.9012,1.61,3.5
116.49,39.9012,1.48,3.5
116.49,39.9012,1.32,3.53
116.49,39.9012,1.5,3.53
116.49,39.9013,1.6,3.53
116.49,39.9013,1.72,3.53
116.49,39.9013,1.28,3.53
116.49,39.9013,1.59,3.53
116.49,39.9012,1.39,3.53
116.49,39.9012,1.4,3.59
116.49,39.9012,1.34,3.59
116.49,39.9012,1.38,3.59
116.49,39.9012,1.39,3.52
116.49,39.9012,1.61,3.52
116.49,39.9011,1.47,3.52
116.49,39.9011,1.45,3.54
116.49,39.9011,1.48,3.54
116.49,39.9011,1.4,3.54
116.49,39.9011,1.53,3.53
116.49,39.9011,1.43,3.53
116.49,39.9011,1.41,3.53
116.49,39.9011,1.41,3.54
116.479,39.901,1.45,3.74
116.479,39.901,1.46,3.74
116.49,39.9011,1.44,3.73
116.49,39.9011,1.58,3.73
116.49,39.9011,1.59,3.78
116.49,39.9011,1.87,3.78
116.479,39.901,1.56,3.76
116.479,39.901,1.55,3.76
116.479,39.901,1.6,3.76
116.479,39.901,1.54,3.76
116.479,39.901,1.45,3.77
116.479,39.901,1.48,3.77
116.479,39.901,1.54,3.77
116.479,39.901,1.64,3.77
116.479,39.901,1.59,3.77
116.479,39.901,1.53,3.77
116.49,39.8974,1.41,3.78
116.49,39.8974,1.42,3.74
116.49,39.8978,1.26,3.74
116.49,39.8984,1.44,3.74
116.49,39.899,1.21,3.63
116.49,39.8997,0.99,3.63
116.49,39.901,1.22,3.63
116.49,39.9023,2.3,3.63
116.49,39.9032,2.8,3.63
116.49,39.9041,1.97,3.63
116.49,39.9047,2.13,3.68
116.481,39.9046,1.77,3.68
116.484,39.9046,4.96,3.7
116.484,39.9046,1.55,3.7
116.488,39.9046,1.53,3.7
116.49,39.9047,1.73,3.66
116.491,39.9047,2.43,3.66
116.493,39.9047,1.33,3.66
116.494,39.9047,1.45,3.61
116.497,39.9048,3.15,3.61
116.499,39.9048,1.96,3.61
116.502,39.9048,2.01,3.62
116.503,39.9049,1.68,3.62
116.507,39.9049,1.65,3.6
116.497,39.9048,1.68,3.6
116.498,39.9048,2.37,3.6
116.5,39.9048,1.76,3.59
116.501,39.9048,2.34,3.59
116.501,39.9048,2.02,3.59
116.501,39.9048,2.36,3.59
116.502,39.9048,2,3.57
116.503,39.9048,2.45,3.57
116.504,39.9049,1.66,3.57
116.506,39.9049,1.44,3.53
116.508,39.905,1.25,3.53
116.51,39.905,1.16,3.53
116.513,39.905,1.43,3.5
116.516,39.905,2.36,3.5
116.518,39.9051,1.53,3.5
116.52,39.9051,2.32,3.42
116.522,39.9051,2.67,3.42
116.52,39.905,2.46,3.45
116.522,39.905,2.82,3.45
116.525,39.905,3.3,3.45
116.526,39.905,1.54,3.46
116.528,39.9049,1.43,3.46
116.532,39.9049,1.52,3.46
116.534,39.9049,1.75,3.39
116.529,39.9049,1.68,3.44
116.532,39.9049,6.03,3.44
116.534,39.9049,2.39,3.44
116.547,39.9047,1.62,3.45
116.55,39.9046,1.55,3.45
116.546,39.9046,1.64,3.45
116.548,39.9046,1.84,3.45
116.551,39.9045,1.53,3.45
116.553,39.9044,3.78,3.45
116.555,39.9039,3.5,3.45
116.559,39.9006,2.77,3.4
116.56,39.8992,2.32,3.44
116.56,39.8968,2.89,3.44
